url	label
https://github.com/bummbummgarage/bummbummgarage.github.io/blob/main/modules/sequencer-0.1/Material/IMG_7408.png	photo
https://github.com/bummbummgarage/bummbummgarage.github.io/blob/main/modules/vco-0.4/Material/2.png	photo
https://github.com/musicdevghost/eurorack/blob/main/KRA%20PAO%20-%20RESONANT%20LOW%20PASS%20GATE/Images/IMG_4884.png	photo
https://github.com/VoltageFoundryMod/ForgeSeries/blob/main/apps/clk/docs/XIAO_RP2040.png	not photo
https://github.com/musicdevghost/eurorack/blob/main/TOM%20YUM%20-%20VCO/Images/IMG_4877.png	photo
https://github.com/dchwebb/Addatone/blob/master/pictures/addatone_back.png	photo
https://github.com/PierreIsCoding/sdiy/blob/main/Swoop/images/SWOOP_FRONT.png	photo
https://github.com/bummbummgarage/bummbummgarage.github.io/blob/main/modules/envelope-generator-II-0.1/Material/IMG_7747.png	photo
https://github.com/bpcmusic/TXb/blob/master/board/images/TELEXb.v1.2.png	photo
https://github.com/Fihdi/BIPO/blob/main/BIPO.png	photo
https://github.com/bummbummgarage/bummbummgarage.github.io/blob/main/modules/envelope-generator-II-0.1/Material/IMG_7746.png	photo
https://github.com/naokiiwakami/analog2.0/blob/master/10_miniboard/doc/zadig_device_check.png	not photo
https://github.com/TomWhitwell/Workshop_Computer/blob/main/releases/31_esp/docs/ESP_Program_Card.png	not photo
https://github.com/tpcarlson/synth-diy/blob/main/drumfiend/images/drumfiend-midi.png	photo
https://github.com/musicdevghost/eurorack/blob/main/KRA%20PAO%20-%20RESONANT%20LOW%20PASS%20GATE/Images/IMG_4886.png	photo
https://github.com/jortigoso/output_1/blob/main/imgs/output.png	photo
https://github.com/musicdevghost/eurorack/blob/main/TOM%20YUM%20-%20VCO/Images/IMG_4878.png	photo
https://github.com/maasijam/MONOFA/blob/main/MF-X1/Images/mf-x1_maasijam-00304.jpg	photo
https://github.com/maasijam/MONOFA/blob/main/MONOFA/Images/monofa_maasijam-00367.jpg	photo
https://github.com/monome/teletype-hardware/blob/main/teletype.jpg	photo
https://github.com/mzuelch/CATs-Eurosynth/blob/main/Modules/Standard%20Line/4Ch%20Mixer/Documentation/Rendering.jpg	photo
https://github.com/DJmerkury/SoundFlask/blob/master/Bunsen/Photos%20-%20Bunsen%20-%20Rev%201_1/SF_Bunsen_Comp_Front.JPG	photo
https://github.com/Deftaudio/Midi-boards/blob/master/Eurorack_RPi/Eurorack_RPi_faceplate_angle.JPG	photo
https://github.com/attowatt/i2c2midi/blob/main/hardware/hardware-MK2/pictures/i2c2midi_MK2_shot.jpg	photo
https://github.com/ishkabbible/TAM_V3/blob/master/active_3attMix_v3%203D%20front.jpg	photo
https://github.com/butchwarns/Eurorack_Bus_Board/blob/main/pictures/eurorack_bus_board_v010_pcb_top.jpg	photo
https://github.com/monome/ansible-hardware/blob/main/ansible.jpg	photo
https://github.com/DJmerkury/SoundFlask/blob/master/Bunsen/Photos%20-%20Bunsen%20-%20Rev%201_1/SF_Bunsen_Comp_Side.JPG	photo
https://github.com/VincentPeters/Diy-Synth-Eurorack/blob/master/UTILITY/LMNC%20-%201007%20Midimuso%20Midi%20-%20CV/MODULAR%2BMIDIMUSO%2B1007%2BKOSMO.jpg	not photo
https://github.com/maasijam/MONOFA/blob/main/MONOFA/Images/monofa_maasijam-00364.jpg	photo
https://github.com/butchwarns/Eurorack_Bus_Board/blob/main/pictures/eurorack_bus_board_v010_assembled.jpg	photo
https://github.com/maasijam/MONOFA/blob/main/MF-X1/Images/mf-x1_maasijam-00301.jpg	photo
https://github.com/VincentPeters/Diy-Synth-Eurorack/blob/master/LFO/LMNC%20-%201145%20Kosmo%20Vclfo/PCB%2B1.jpg	not photo
https://github.com/VincentPeters/Diy-Synth-Eurorack/blob/master/LFO/LMNC%20-%201145%20Kosmo%20Vclfo/VCLFO10.jpg	not photo
https://github.com/Cs4System/Eurorack/blob/main/Betula/Pictures/Betula_ADAT_top.jpg	not photo
https://github.com/maasijam/MONOFA/blob/main/MONOFA/Images/monofa_maasijam-00352.jpg	photo
https://github.com/maasijam/MONOFA/blob/main/MF-X1/Images/mf-x1_maasijam-00292.jpg	photo
https://github.com/LjungrennAudio/ryomodular-com-2xvcx/blob/main/docs/docs_src/RYO_2xVCX_Art_Card.jpg	not photo
https://github.com/maasijam/MONOFA/blob/main/MONOFA/Images/monofa_maasijam-00348.jpg	photo
https://github.com/maasijam/MONOFA/blob/main/MF-X1/Images/mf-x1_maasijam-00300.jpg	photo
https://github.com/LjungrennAudio/ryomodular-com-xnor-not/blob/main/docs/RYO_X%28N%29OR-NOT_Art_card.jpg	not photo
https://github.com/mzuelch/CATs-Eurosynth/blob/main/Modules/MFOS/Dual%20VCA%20%232/Documentation/Rendering.JPG	photo
https://github.com/maasijam/MONOFA/blob/main/MONOFA/Images/monofa_maasijam-00349.jpg	photo
https://github.com/maasijam/MONOFA/blob/main/MF-X1/Images/mf-x1_maasijam-00294.jpg	photo
https://github.com/maasijam/MONOFA/blob/main/MF-X1/Images/mf-x1_maasijam-00291.jpg	photo
https://github.com/motovilo/eurorack-diy/blob/main/zLINEIN/photos/white%20panel/zLineIn_Corner.jpg	photo
https://github.com/mzuelch/CATs-Eurosynth/blob/main/Modules/Slim%20Line/Sample%26Hold%20SMD/Mechanics/Sample%26Hold%20Module%20Front.JPG	photo
https://github.com/Cs4System/Eurorack/blob/main/Betula/Pictures/Betula_Input_bottom.jpg	not photo
https://github.com/mzuelch/CATs-Eurosynth/blob/main/Modules/Standard%20Line/Atari%20Punk%20Console/Documentation/Rendering.jpg	photo
https://github.com/motovilo/eurorack-diy/blob/main/zSUM-4/photos/zSum_Side.jpg	photo
https://github.com/Cs4System/Eurorack/blob/main/Betula/Pictures/Betula_Output_top.jpg	not photo
https://github.com/VincentPeters/Diy-Synth-Eurorack/blob/master/ENVELOPE%20GENERATOR/LMNC%20-%201157%20Mini%20Adsr/1157%2BMINI%2BADSR.jpg	not photo
https://github.com/maasijam/MONOFA/blob/main/MF-X1/Images/mf-x1_maasijam-00307.jpg	photo
